system,comet_score,sid
UCAM.6731,0.9444509149,682
UCAM.6731,0.9187504649,672
UCAM.6731,0.842345655,537
UCAM.6731,0.8669669032,540
UCAM.6731,0.451647222,1006
UCAM.6731,0.9686200023,886
UCAM.6731,0.5370584726,1011
UCAM.6731,0.8241400123,1212
UCAM.6731,0.9418628216,1216
UCAM.6731,0.9178662896,1221
UCAM.6731,0.9229214787,883
UCAM.6731,0.5781926513,894
UCAM.6731,0.8193095326,154
UCAM.6731,0.9139114022,159
UCAM.6731,0.8428766131,502
UCAM.6731,0.7061926723,511
UCAM.6731,0.7798584104,1643
UCAM.6731,0.8670985103,131
UCAM.6731,0.7899307609,136
UCAM.6731,0.7704281807,1517
UCAM.6731,0.9304232597,1528
UCAM.6731,0.6835762858,1543
UCAM.6731,0.7574546933,303
UCAM.6731,0.3583443165,309
UCAM.6731,0.8035055399,323
UCAM.6731,0.8856173754,328
UCAM.6731,0.9020597935,1279
UCAM.6731,0.8084689975,1290
UCAM.6731,0.374148339,100
UCAM.6731,0.5955886245,101
UCAM.6731,0.6968199611,683
UCAM.6731,0.8277378678,111
UCAM.6731,0.7653523088,900
UCAM.6731,0.7944605947,907
UCAM.6731,0.9111978412,914
UCAM.6731,0.7442014217,951
UCAM.6731,0.8603077531,953
UCAM.6731,0.9597477317,1665
UCAM.6731,0.7768309712,1655
UCAM.6731,0.8470326066,1673
UCAM.6731,0.917135179,1674
UCAM.6731,0.6830287576,180
UCAM.6731,0.5023941398,196
UCAM.6731,0.9241557717,1625
UCAM.6731,0.8777602911,1357
UCAM.6731,0.8744725585,1369
UCAM.6731,0.7435526252,1370
UCAM.6731,0.8689333797,1362
UCAM.6731,0.8269099593,1365
UCAM.6731,0.8582569957,1695
UCAM.6731,0.5974035263,17
UCAM.6731,0.6593313813,1116
UCAM.6731,0.7705754638,475
UCAM.6731,0.6912827492,476
UCAM.6731,0.7330505848,1796
UCAM.6731,0.8511856198,397
UCAM.6731,0.8934139013,406
UCAM.6731,0.8159281015,420
UCAM.6731,0.8116180897,421
UCAM.6731,0.9963172078,418
UCAM.6731,0.8809860349,1383
UCAM.6731,0.8969701529,1391
UCAM.6731,0.7711727023,1510
UCAM.6731,0.7866424322,1904
UCAM.6731,0.6812770963,1907
UCAM.6731,0.6388218999,1909
UCAM.6731,0.8547971249,1913
UCAM.6731,0.8217406869,1545
UCAM.6731,0.796343267,1138
UCAM.6731,0.5103942752,1144
UCAM.6731,0.6914092302,1160
UCAM.6731,0.8132532239,432
UCAM.6731,0.650077641,437
UCAM.6731,0.5762458444,603
UCAM.6731,0.9704229832,1952
UCAM.6731,0.8957134485,1959
UCAM.6731,0.8546904325,1990
UCAM.6731,0.7294132113,1992
UCAM.6731,0.7284478545,1993
UCAM.6731,0.5093383789,1994
UCAM.6731,0.6924497485,797
UCAM.6731,0.5938780904,807
UCAM.6731,0.7945248485,1558
UCAM.6731,0.8976145387,1588
UCAM.6731,0.928599894,1603
UCAM.6731,0.7550780773,338
UCAM.6731,0.8930897117,332
UCAM.6731,0.8186020851,1184
UCAM.6731,0.1521130502,1188
UCAM.6731,0.4300015569,1203
UCAM.6731,0.8454765081,1201
UCAM.6731,0.6794825792,1578
UCAM.6731,0.9247811437,629
UCAM.6731,0.7632659674,958
UCAM.6731,0.8666892648,1412
UCAM.6731,0.8356723785,1468
UCAM.6731,0.9470794797,1471
UCAM.6731,0.6271182895,1035
UCAM.6731,0.9294591546,546
UCAM.6731,0.4766872525,556
UCAM.6731,0.9428946972,1083
UCAM.6731,0.9750724435,1710
UCAM.6731,0.7800399065,1717
UCAM.6731,0.7583186626,1718
UCAM.6731,0.704225719,1723
UCAM.6731,0.778342545,1725
UCAM.6731,0.4761426151,1726
UCAM.6731,0.4739164114,698
UCAM.6731,0.7167412639,700
UCAM.6731,0.8139520288,704
UCAM.6731,0.7079946399,1612
UCAM.6731,0.8157179952,1616
UCAM.6731,0.91337955,1617
UCAM.6731,0.9300692677,1623
UCAM.6731,0.7133805156,867
UCAM.6731,0.8275077939,870
UCAM.6731,0.7706230283,878
UCAM.6731,0.6131355166,881
UCAM.6731,0.9049060941,882
UCAM.6731,0.7401694655,28
UCAM.6731,0.8520898819,25
UCAM.6731,0.4152534902,27
UCAM.6731,0.6370232701,226
UCAM.6731,0.9674637318,238
UCAM.6731,0.4583666027,242
UCAM.6731,0.7546699643,247
UCAM.6731,0.8688525558,755
UCAM.6731,0.5680096745,767
UCAM.6731,0.6843970418,1025
UCAM.6731,0.8204367161,386
UCAM.6731,0.774935782,387
UCAM.6731,0.8256539106,388
UCAM.6731,0.7982668281,644
UCAM.6731,0.8697862625,464
UCAM.6731,0.8073923588,1684
UCAM.6731,0.8669190407,348
UCAM.6731,0.7926126719,564
UCAM.6731,0.8207994103,566
UCAM.6731,0.6847558618,579
UCAM.6731,0.8635011315,1934
UCAM.6731,0.6084743142,1449
UCAM.6731,0.8871310949,1488
UCAM.6731,0.8802164197,1490
UCAM.6731,0.4688626826,1493
UCAM.6731,0.9008020759,1499
UCAM.6731,0.9279574752,1777
UCAM.6731,0.6951943636,976
UCAM.6731,0.8315314054,1701
UCAM.6731,0.7385737896,1876
UCAM.6731,0.870184958,460
UCAM.6731,0.6848695278,450
UCAM.6731,0.8919042945,452
UCAM.6731,0.7123740315,1060
UCAM.6731,0.6562744379,1062
UCAM.6731,0.6529718041,1422
UCAM.6731,0.7842458487,1430
UCAM.6731,0.682972908,285
UCAM.6731,0.8718447089,286
UCAM.6731,0.7652697563,287
UCAM.6731,0.7054402232,11
UCAM.6731,0.6786800027,13
UCAM.6731,0.900180757,362
UCAM.6731,0.8763253093,1808
UCAM.6731,0.5677303672,1818
UCAM.6731,0.3431420028,1822
UCAM.6731,0.7494418025,1096
UCAM.6731,0.9039644599,1099
UCAM.6731,0.9045186639,1105
UCAM.6731,0.8471183181,1106
UCAM.6731,0.6827783585,83
UCAM.6731,0.6901126504,90
UCAM.6731,0.8068194985,1229
UCAM.6731,0.5953443646,1234
UCAM.6731,0.8008456826,1227
UCAM.6731,0.7446043491,920
UCAM.6731,0.52832973,923
UCAM.6731,0.6606921554,936
UCAM.6731,0.6599574685,1305
UCAM.6731,0.8738573194,1308
UCAM.6731,0.9083265662,1316
UCAM.6731,0.734726131,653
UCAM.6731,0.8715899587,671
UCAM.6731,0.5221900344,1222
UCAM.6731,0.6894796491,887
UCAM.6731,0.8530218005,498
UCAM.6731,0.894487381,499
UCAM.6731,0.8321415782,503
UCAM.6731,0.8129477501,505
UCAM.6731,0.8911427259,507
UCAM.6731,0.8602563739,1632
UCAM.6731,0.9952340722,1640
UCAM.6731,0.8502883315,494
UCAM.6731,0.7536429167,143
UCAM.6731,0.8396303654,138
UCAM.6731,0.4550113082,140
UCAM.6731,0.5455910563,142
UCAM.6731,0.6591447592,130
UCAM.6731,0.7653206587,1524
UCAM.6731,0.7456584573,1530
UCAM.6731,0.8572804332,1539
UCAM.6731,0.4530610442,318
UCAM.6731,0.7297124267,326
UCAM.6731,0.8609946966,1286
UCAM.6731,0.6088417172,1292
UCAM.6731,0.7409914136,104
UCAM.6731,0.7671372294,915
UCAM.6731,0.8491300941,917
UCAM.6731,0.6887768507,896
UCAM.6731,0.9188420177,948
UCAM.6731,0.7634714246,952
UCAM.6731,0.8853034377,955
UCAM.6731,0.8648950458,1653
UCAM.6731,0.6991633773,1656
UCAM.6731,0.7021000981,1662
UCAM.6731,0.6457870603,1669
UCAM.6731,0.8575100303,187
UCAM.6731,0.8965175748,191
UCAM.6731,0.6618013978,860
UCAM.6731,0.9610558748,863
UCAM.6731,0.6510589719,1630
UCAM.6731,0.6674714684,1628
UCAM.6731,0.7458540797,1629
UCAM.6731,0.6471871138,1359
UCAM.6731,0.5998695493,1366
UCAM.6731,0.7428082228,1367
UCAM.6731,0.4038195312,1375
UCAM.6731,0.8604483008,1377
UCAM.6731,0.8657971025,1691
UCAM.6731,0.9210068583,471
UCAM.6731,0.8207233548,1115
UCAM.6731,0.8703380227,1117
UCAM.6731,0.7949966788,473
UCAM.6731,0.7988213897,400
UCAM.6731,0.9065044522,409
UCAM.6731,0.8455719352,411
UCAM.6731,0.8533861041,415
UCAM.6731,0.5181911588,1908
UCAM.6731,0.7952320576,1544
UCAM.6731,0.7912870049,1550
UCAM.6731,0.6593344808,1148
UCAM.6731,0.7641267776,1153
UCAM.6731,0.3278185427,423
UCAM.6731,0.8642832637,435
UCAM.6731,0.8775030971,441
UCAM.6731,0.9302601218,426
UCAM.6731,0.9114752412,1951
UCAM.6731,0.9380244017,1954
UCAM.6731,0.7864763141,170
UCAM.6731,0.5365168452,173
UCAM.6731,0.816485703,176
UCAM.6731,0.4764513075,808
UCAM.6731,0.8570827842,1561
UCAM.6731,0.8537083864,1573
UCAM.6731,0.6068500876,1576
UCAM.6731,0.8810095191,1589
UCAM.6731,0.706396699,333
UCAM.6731,0.637034595,1830
UCAM.6731,0.8798908591,1850
UCAM.6731,0.905841887,1853
UCAM.6731,0.78341645,1888
UCAM.6731,0.9101666212,1895
UCAM.6731,0.8678071499,1897
UCAM.6731,0.9928255677,1889
UCAM.6731,0.7004723549,963
UCAM.6731,0.3774206638,966
UCAM.6731,0.7902277708,1409
UCAM.6731,0.8364346027,1418
UCAM.6731,0.4898180366,1166
UCAM.6731,0.8200507164,1462
UCAM.6731,0.8322270513,1469
UCAM.6731,0.7890973091,1034
UCAM.6731,0.7118577361,1078
UCAM.6731,0.6476837993,1084
UCAM.6731,0.7099258304,1075
UCAM.6731,0.8097507358,696
UCAM.6731,0.874412477,1610
UCAM.6731,0.8515461087,1611
UCAM.6731,0.954656899,876
UCAM.6731,0.8559718728,866
UCAM.6731,0.5225518346,23
UCAM.6731,0.9359967113,240
UCAM.6731,0.846103847,249
UCAM.6731,0.9907906651,239
UCAM.6731,0.8799977899,769
UCAM.6731,0.9105897546,746
UCAM.6731,0.9515078664,393
UCAM.6731,0.837506175,642
UCAM.6731,0.6530917287,650
UCAM.6731,0.9191786051,1688
UCAM.6731,0.9850532413,350
UCAM.6731,0.797719419,355
UCAM.6731,0.9539729953,1916
UCAM.6731,0.9752377868,1917
UCAM.6731,0.9661927819,1921
UCAM.6731,0.7367191911,1923
UCAM.6731,0.8950848579,1931
UCAM.6731,0.5727423429,1935
UCAM.6731,0.888451755,1936
UCAM.6731,0.8813666701,1938
UCAM.6731,0.7600311041,1456
UCAM.6731,0.7701972723,1496
UCAM.6731,0.830634892,1785
UCAM.6731,0.9041673541,1776
UCAM.6731,0.6177965403,971
UCAM.6731,0.7770939469,985
UCAM.6731,0.8428487182,988
UCAM.6731,0.8101215959,1700
UCAM.6731,0.8900695443,1878
UCAM.6731,0.9982351661,448
UCAM.6731,0.8830214143,456
UCAM.6731,0.9706112146,459
UCAM.6731,0.7222847342,1882
UCAM.6731,0.9578794241,1437
UCAM.6731,0.6851140857,7
UCAM.6731,0.8227139711,593
UCAM.6731,0.6776692867,358
UCAM.6731,0.8247283101,368
UCAM.6731,0.6986311078,371
UCAM.6731,0.811275661,361
UCAM.6731,0.8358258605,1086
UCAM.6731,0.8939398527,1090
UCAM.6731,0.8777394891,1104
UCAM.6731,0.8337023854,447
UCAM.6731,0.9007984996,96
UCAM.6731,0.5162231922,76
UCAM.6731,0.6755886674,1233
UCAM.6731,0.7696698308,1236
UCAM.6731,0.6700595021,1238
UCAM.6731,0.8907686472,1253
UCAM.6731,0.6908881664,1230
UCAM.6731,0.5482084155,922
UCAM.6731,0.7755739093,927
UCAM.6731,0.9303665757,941
UCAM.6731,0.9259124398,1307
UCAM.6731,0.9473545551,1310
UCAM.6731,0.9111184478,1304
UCAM.6731,0.793710351,673
UCAM.6731,0.6879217029,536
UCAM.6731,0.7625607252,1018
UCAM.6731,0.5130196214,1703
UCAM.6731,0.8052226901,161
UCAM.6731,0.883197248,489
UCAM.6731,0.8235921264,492
UCAM.6731,0.8057840466,1647
UCAM.6731,0.8485794067,133
UCAM.6731,0.5405917168,134
UCAM.6731,0.7252953649,139
UCAM.6731,0.7610247731,1513
UCAM.6731,0.797986865,1518
UCAM.6731,0.8371188045,1522
UCAM.6731,0.8313944936,1540
UCAM.6731,0.8413930535,308
UCAM.6731,0.5441892743,316
UCAM.6731,0.6356897354,329
UCAM.6731,0.8624124527,107
UCAM.6731,0.8967397809,108
UCAM.6731,0.9660499096,110
UCAM.6731,0.853698194,943
UCAM.6731,0.9094147682,1666
UCAM.6731,0.8372591138,1664
UCAM.6731,0.9465165734,1672
UCAM.6731,0.599324584,1677
UCAM.6731,0.9344607592,179
UCAM.6731,0.9552502036,188
UCAM.6731,0.803291142,190
UCAM.6731,0.7347384095,194
UCAM.6731,0.7296677232,195
UCAM.6731,0.8285349011,864
UCAM.6731,0.7565223575,1372
UCAM.6731,0.7116581202,1376
UCAM.6731,0.8155397773,1380
UCAM.6731,0.409321785,1690
UCAM.6731,0.8813980222,20
UCAM.6731,0.4197634459,1107
UCAM.6731,0.8329030871,1112
UCAM.6731,0.3824547231,468
UCAM.6731,0.708440721,472
UCAM.6731,0.8283185363,483
UCAM.6731,0.7793092132,487
UCAM.6731,0.8437190652,1505
UCAM.6731,0.6430488229,1788
UCAM.6731,0.6532278061,1787
UCAM.6731,0.8660431504,1790
UCAM.6731,0.487662077,1798
UCAM.6731,0.7575176358,1799
UCAM.6731,0.6233907342,401
UCAM.6731,0.7318573594,407
UCAM.6731,0.969854176,422
UCAM.6731,0.9010002017,1390
UCAM.6731,0.7597892284,298
UCAM.6731,0.8727766871,1506
UCAM.6731,0.722774744,1507
UCAM.6731,0.7580678463,1901
UCAM.6731,0.7718054652,1903
UCAM.6731,0.8398725986,1905
UCAM.6731,0.7906115055,1549
UCAM.6731,0.8405941725,1553
UCAM.6731,0.751601994,1554
UCAM.6731,0.9168708324,741
UCAM.6731,0.7871503234,1137
UCAM.6731,0.7423778176,1142
UCAM.6731,0.7871446013,1155
UCAM.6731,0.7122938037,1161
UCAM.6731,0.9449049234,1162
UCAM.6731,0.7787771225,425
UCAM.6731,0.8078834414,434
UCAM.6731,0.9411571622,1958
UCAM.6731,0.8762145638,171
UCAM.6731,0.8171954155,802
UCAM.6731,0.6601162553,801
UCAM.6731,0.636902988,804
UCAM.6731,0.4316346645,809
UCAM.6731,0.7957177162,810
UCAM.6731,0.9023435712,1563
UCAM.6731,0.9022233486,1564
UCAM.6731,0.9287614822,1571
UCAM.6731,0.8872129321,1609
UCAM.6731,0.4588474035,1185
UCAM.6731,0.6393039227,1186
UCAM.6731,0.7719045281,1191
UCAM.6731,0.8646832108,1837
UCAM.6731,0.8719558716,1843
UCAM.6731,0.6863242984,1844
UCAM.6731,0.6971872449,1846
UCAM.6731,0.8106191754,1852
UCAM.6731,0.8710968494,1847
UCAM.6731,0.9024730921,1577
UCAM.6731,0.862003386,1580
UCAM.6731,0.8369594216,628
UCAM.6731,0.9395241141,630
UCAM.6731,0.5211982727,632
UCAM.6731,0.7708258629,957
UCAM.6731,0.6819093823,961
UCAM.6731,0.3224698305,1417
UCAM.6731,0.4310181737,1163
UCAM.6731,0.5107914209,1179
UCAM.6731,0.8681067824,1470
UCAM.6731,0.8833159804,1473
UCAM.6731,0.8103420138,1475
UCAM.6731,0.5538662672,551
UCAM.6731,0.5824487209,1070
UCAM.6731,0.7555225492,1072
UCAM.6731,0.6138556004,1074
UCAM.6731,0.9449445009,1081
UCAM.6731,0.9742743969,1715
UCAM.6731,0.8116231561,1716
UCAM.6731,0.8068623543,1720
UCAM.6731,0.9279736876,1727
UCAM.6731,0.8463967443,1624
UCAM.6731,0.8906117082,26
UCAM.6731,0.8006080985,37
UCAM.6731,0.558141768,228
UCAM.6731,0.6660934091,234
UCAM.6731,0.9535315633,244
UCAM.6731,0.8553085327,251
UCAM.6731,0.9401905537,252
UCAM.6731,0.6239331961,754
UCAM.6731,0.9379423857,757
UCAM.6731,0.8707304001,764
UCAM.6731,0.6846358776,1026
UCAM.6731,0.8029879332,389
UCAM.6731,0.505712688,638
UCAM.6731,0.8155594468,347
UCAM.6731,0.9526532292,352
UCAM.6731,0.8843806386,354
UCAM.6731,0.7096019983,558
UCAM.6731,0.6699484587,569
UCAM.6731,0.9128316045,1922
UCAM.6731,0.6356500983,1926
UCAM.6731,0.5880371332,1932
UCAM.6731,0.8962908387,1454
UCAM.6731,0.7688814998,1460
UCAM.6731,0.922888279,1487
UCAM.6731,0.7029111385,1782
UCAM.6731,0.8820699453,1769
UCAM.6731,0.7766831517,1784
UCAM.6731,0.8661112189,972
UCAM.6731,0.7567110658,973
UCAM.6731,0.7036350369,975
UCAM.6731,0.8898763061,980
UCAM.6731,0.6395692229,983
UCAM.6731,0.7296630144,984
UCAM.6731,0.6316476464,457
UCAM.6731,0.9163458943,1055
UCAM.6731,0.8234267831,1056
UCAM.6731,0.9178079963,1800
UCAM.6731,0.8349043727,1436
UCAM.6731,0.8330272436,1444
UCAM.6731,0.9244713187,1445
UCAM.6731,0.7501820922,281
UCAM.6731,0.8462206125,289
UCAM.6731,0.8059029579,290
UCAM.6731,0.8337448239,292
UCAM.6731,0.8366774917,296
UCAM.6731,0.400939256,16
UCAM.6731,0.8803488016,586
UCAM.6731,0.3391539752,595
UCAM.6731,0.5055497885,357
UCAM.6731,0.8079018593,375
UCAM.6731,0.8449544311,1825
UCAM.6731,0.8925029635,1085
UCAM.6731,0.7215445638,1092
UCAM.6731,0.8266708851,1098
UCAM.6731,0.6906635165,86
UCAM.6731,0.8657621145,95
UCAM.6731,0.7062568069,1231
UCAM.6731,0.7603673935,1235
UCAM.6731,0.7399774194,1249
UCAM.6731,0.5004475713,1299
UCAM.6731,0.7472007871,1008
UCAM.6731,0.5924659371,658
UCAM.6731,0.73712641,670
UCAM.6731,0.8204686046,678
UCAM.6731,0.8416571021,542
UCAM.6731,0.8774911761,885
UCAM.6731,0.8674311042,1017
UCAM.6731,0.9140563607,1209
UCAM.6731,0.8717572093,1219
UCAM.6731,0.9325041175,889
UCAM.6731,0.8179080486,892
UCAM.6731,0.8606894016,893
UCAM.6731,0.8399906754,1224
UCAM.6731,0.8024433255,1223
UCAM.6731,0.7704510093,1220
UCAM.6731,0.8082066178,1218
UCAM.6731,0.7278713584,1210
UCAM.6731,0.6278272867,1013
UCAM.6731,0.811886251,884
UCAM.6731,0.6472166181,541
UCAM.6731,0.6391157508,539
UCAM.6731,0.8010052443,534
UCAM.6731,0.8142184615,668
UCAM.6731,0.7999853492,666
UCAM.6731,0.8141030669,661
UCAM.6731,0.6726332307,665
UCAM.6731,0.7421163917,1315
UCAM.6731,0.8122050166,1312
UCAM.6731,0.9462196231,1306
UCAM.6731,0.7568613291,1296
UCAM.6731,0.6531590819,938
UCAM.6731,0.8818951249,932
UCAM.6731,0.8755578995,929
UCAM.6731,0.792422533,1245
UCAM.6731,0.796811223,1244
UCAM.6731,0.7562664151,92
UCAM.6731,0.6155435443,80
UCAM.6731,0.8986565471,1087
UCAM.6731,0.7098255157,1826
UCAM.6731,0.5617828369,1820
UCAM.6731,0.9472846389,1821
UCAM.6731,0.5884727836,1806
UCAM.6731,0.6943098307,369
UCAM.6731,0.7064819336,365
UCAM.6731,0.758220017,360
UCAM.6731,0.734082222,359
UCAM.6731,0.3450844288,597
UCAM.6731,0.4943252206,591
UCAM.6731,0.6577278376,588
UCAM.6731,0.7513591647,10
UCAM.6731,0.7035672665,297
UCAM.6731,0.8033906221,284
UCAM.6731,0.5783419609,280
UCAM.6731,0.5800615549,282
UCAM.6731,0.7710516453,1438
UCAM.6731,0.6715658307,1434
UCAM.6731,0.5747238398,1431
UCAM.6731,0.9547432661,1429
UCAM.6731,0.5470124483,1428
UCAM.6731,0.98233217,1424
UCAM.6731,0.4265657067,1423
UCAM.6731,0.5649365187,1421
UCAM.6731,0.4612966478,1420
UCAM.6731,0.8980754018,1393
UCAM.6731,0.6690131426,455
UCAM.6731,0.8372946978,451
UCAM.6731,0.8638583422,1879
UCAM.6731,0.8741641641,1883
UCAM.6731,0.6521601677,1706
UCAM.6731,0.7543141246,982
UCAM.6731,0.7909114957,979
UCAM.6731,0.8009117246,978
UCAM.6731,0.8062492609,974
UCAM.6731,0.9027270675,1775
UCAM.6731,0.8282479644,1771
UCAM.6731,0.6168270111,1495
UCAM.6731,0.6312810183,1494
UCAM.6731,0.899074018,1486
UCAM.6731,0.7316986322,1485
UCAM.6731,0.7160335183,1484
UCAM.6731,0.897269845,1481
UCAM.6731,0.9107705951,1478
UCAM.6731,0.7176136374,1458
UCAM.6731,0.9164388776,1453
UCAM.6731,0.9218143225,1447
UCAM.6731,0.7662998438,561
UCAM.6731,0.3628250062,1940
UCAM.6731,0.957877934,1929
UCAM.6731,0.4596253037,1915
UCAM.6731,0.8393010497,576
UCAM.6731,0.9683852196,568
UCAM.6731,0.3837743402,346
UCAM.6731,0.7367954254,467
UCAM.6731,0.4744659066,465
UCAM.6731,0.7589765191,652
UCAM.6731,0.4484074712,647
UCAM.6731,0.9106636643,395
UCAM.6731,0.8393303156,394
UCAM.6731,0.6480312943,385
UCAM.6731,0.6038793921,384
UCAM.6731,0.7980811,1022
UCAM.6731,0.9081503153,1021
UCAM.6731,0.8122779727,763
UCAM.6731,0.8538325429,747
UCAM.6731,0.7501163483,233
UCAM.6731,0.7487049699,231
UCAM.6731,0.7900161147,36
UCAM.6731,0.834848702,35
UCAM.6731,0.6535986066,29
UCAM.6731,0.9333570004,873
UCAM.6731,0.6088977456,869
UCAM.6731,0.8785480857,868
UCAM.6731,0.9587423205,1621
UCAM.6731,0.9150931835,1619
UCAM.6731,0.6773325801,705
UCAM.6731,0.8143426776,703
UCAM.6731,0.5870239735,695
UCAM.6731,0.8365393877,691
UCAM.6731,0.5912956595,1730
UCAM.6731,0.6963428259,1067
UCAM.6731,0.858554244,557
UCAM.6731,0.7555763125,1036
UCAM.6731,0.7431982756,1033
UCAM.6731,0.7775761485,1031
UCAM.6731,0.825473845,1472
UCAM.6731,0.7148215175,1466
UCAM.6731,0.7087116241,1461
UCAM.6731,0.8855216503,1464
UCAM.6731,0.5312912464,1177
UCAM.6731,0.8134621978,1174
UCAM.6731,0.5915966034,1168
UCAM.6731,0.6662778854,1167
UCAM.6731,0.8306735158,1413
UCAM.6731,0.8175011277,969
UCAM.6731,0.6127584577,968
UCAM.6731,0.6995890141,967
UCAM.6731,0.832323432,960
UCAM.6731,0.9051491618,637
UCAM.6731,0.7554530501,1579
UCAM.6731,0.4751594961,1885
UCAM.6731,0.9361054897,1854
UCAM.6731,0.7993379235,1848
UCAM.6731,0.9215249419,1839
UCAM.6731,0.9395776391,1841
UCAM.6731,0.7552404404,1840
UCAM.6731,0.4829298258,1198
UCAM.6731,0.5337362289,1190
UCAM.6731,0.7930087447,1835
UCAM.6731,0.7830967903,1829
UCAM.6731,0.8970378637,337
UCAM.6731,0.9104112387,1597
UCAM.6731,0.8675708175,1608
UCAM.6731,0.842078805,1607
UCAM.6731,0.7748795152,1602
UCAM.6731,0.752651751,1596
UCAM.6731,0.9876301885,1586
UCAM.6731,0.930967629,1572
UCAM.6731,0.4708901346,1566
UCAM.6731,0.2967345715,798
UCAM.6731,0.5191344619,791
UCAM.6731,0.9518888593,1996
UCAM.6731,0.9447091222,1956
UCAM.6731,0.953148365,1953
UCAM.6731,0.8782975078,341
UCAM.6731,0.8682872057,339
UCAM.6731,0.9297973514,424
UCAM.6731,0.5447928309,1157
UCAM.6731,0.5082311034,1143
UCAM.6731,0.5941054821,737
UCAM.6731,0.7699765563,732
UCAM.6731,0.7335944772,730
UCAM.6731,0.8163433671,1911
UCAM.6731,0.8956953287,1910
UCAM.6731,0.7699629664,1900
UCAM.6731,0.7777659893,1384
UCAM.6731,0.8718990684,1392
UCAM.6731,0.8529533148,1394
UCAM.6731,0.7032168508,405
UCAM.6731,0.9931737781,403
UCAM.6731,0.790841639,1794
UCAM.6731,0.9632491469,486
UCAM.6731,0.8995864987,480
UCAM.6731,0.8104692698,469
UCAM.6731,0.8949002624,1110
UCAM.6731,0.863263309,1108
UCAM.6731,0.7789829373,1692
UCAM.6731,0.8791600466,1694
UCAM.6731,0.931173265,862
UCAM.6731,0.9464425445,861
UCAM.6731,0.7887465358,184
UCAM.6731,0.6199766994,1679
UCAM.6731,0.8118314743,956
UCAM.6731,0.6838829517,942
UCAM.6731,0.7309679389,911
UCAM.6731,0.4780236781,106
UCAM.6731,0.8996041417,690
UCAM.6731,0.874535203,687
UCAM.6731,0.725274384,684
UCAM.6731,0.9133393168,1288
UCAM.6731,0.4885085225,327
UCAM.6731,0.8066969514,324
UCAM.6731,0.2526049018,315
UCAM.6731,0.4407256842,310
UCAM.6731,0.9439886212,304
UCAM.6731,0.8717814088,1535
UCAM.6731,0.8141194582,1527
UCAM.6731,0.7268226743,1525
UCAM.6731,0.8323059678,1523
UCAM.6731,0.762791872,1520
UCAM.6731,0.6014806628,141
UCAM.6731,0.7396678329,137
UCAM.6731,0.7170135379,1645
UCAM.6731,0.8687292337,510
UCAM.6731,0.9428386092,497
UCAM.6731,0.9051296115,488
UCAM.6731,0.6805695891,162
UCAM.6731,0.4765321314,307
NEU.6763,0.8509788513,1945
NEU.6763,0.6460441351,1946
NEU.6763,0.7535687089,903
NEU.6763,0.5293567777,902
NEU.6763,0.7194737196,899
NEU.6763,0.8703727126,954
NEU.6763,0.7106746435,208
NEU.6763,0.7027733922,206
NEU.6763,0.8399961591,200
NEU.6763,0.8650918007,1412
NEU.6763,0.7339232564,1434
NEU.6763,0.6724523902,1428
NEU.6763,0.6929764748,1682
NEU.6763,0.8570881486,1785
NEU.6763,0.7871021032,1774
NEU.6763,0.7534433007,3
NEU.6763,0.8318787217,1942
NEU.6763,0.9318389297,459
NEU.6763,0.8881586194,610
NEU.6763,0.9954994321,622
NEU.6763,0.9983116984,1415
NEU.6763,0.8963611722,1416
NEU.6763,0.8361318707,1418
NEU.6763,0.8759699464,203
NEU.6763,0.849629283,1410
NEU.6763,0.8728209734,222
NEU.6763,0.962053597,1781
NEU.6763,0.8009847999,534
NEU.6763,0.6321858764,541
NEU.6763,0.8307253718,378
NEU.6763,0.6458753943,1949
NEU.6763,0.9547463655,1429
NEU.6763,0.6954802871,457
NEU.6763,0.7312753201,621
NEU.6763,0.6335823536,215
NEU.6763,0.8730093837,216
NEU.6763,0.8119676709,1030
NEU.6763,0.9171440601,1040
NEU.6763,0.7579871416,1037
NEU.6763,0.7846131921,910
NEU.6763,0.8682385087,914
NEU.6763,0.8611599803,905
NEU.6763,0.7854581475,1036
NEU.6763,0.9590863585,904
NEU.6763,0.912542522,1780
NEU.6763,0.7506071925,1687
NEU.6763,0.9192050695,1688
NEU.6763,0.7515224814,1431
NEU.6763,0.7732030749,1443
NEU.6763,0.8226233721,454
NEU.6763,0.9543082714,458
NEU.6763,0.8341056705,618
NEU.6763,0.7715476155,204
NEU.6763,0.7513424158,202
NEU.6763,0.7750108838,214
NEU.6763,0.8923791051,955
NEU.6763,0.8506837487,950
NEU.6763,0.8135845065,609
NEU.6763,0.4093136489,4
NEU.6763,0.7835611105,11
NEU.6763,0.7236266136,1771
NEU.6763,0.8654708266,1773
NEU.6763,0.8445088267,1770
NEU.6763,0.9404094219,1775
NEU.6763,0.8349820971,1683
NEU.6763,0.8769732118,542
NEU.6763,0.8752554059,817
NEU.6763,0.8790781498,381
NEU.6763,0.426673919,1423
NEU.6763,0.6418777108,211
NEU.6763,0.7282550931,213
NEU.6763,0.774243772,225
NEU.6763,0.8447423577,1028
NEU.6763,0.7809554935,1034
NEU.6763,0.7961902618,1039
NEU.6763,0.8232213855,1032
NEU.6763,0.5961180329,908
NEU.6763,0.779669404,201
NEU.6763,0.6591578126,5
NEU.6763,0.7503061891,606
NEU.6763,0.7766368389,614
NEU.6763,0.7121598125,619
